### COMPONENT INVENTORY (200)
sheet | ref | value | lib_id | footprint | extra_fields
+3.3V            [16]  C20.1(,passive), C203.1(,passive), C206.1(,passive), C207.1(,passive), C208.1(,passive), C213.1(,passive), C233.1(,passive), J201.3(Pin_3,passive), R14.1(,passive), R218.1(,passive), U201.5(VCC,power_in), U202.5(VCC,power_in), U203.3(REF2,passive), U203.6(V+,power_in), U3.3(REF2,passive), U3.6(V+,power_in)
+5V              [19]  C202.1(,passive), C205.1(,passive), C225.1(,passive), C23.1(,passive), C232.1(,passive), C24.1(,passive), D202.1(K,passive), R17.1(,passive), R18.1(,passive), R222.1(,passive), R223.1(,passive), U205.10(~{S},input), U205.13(~{R},input), U205.14(VCC,power_in), U208.14(VCC,power_in), U5.10(~{S},input), U5.13(~{R},input), U5.14(VCC,power_in), U6.14(VCC,power_in)
+5V_IN           [2]  D202.2(A,passive), J201.2(Pin_2,passive)
+60V             [34]  C101.1(,passive), C102.1(,passive), C103.1(,passive), C104.1(,passive), C105.1(,passive), C106.1(,passive), C11.1(,passive), C12.1(,passive), C13.1(,passive), C14.1(,passive), C15.1(,passive), C212.1(,passive), C214.1(,passive), C215.1(,passive), C216.1(,passive), C217.1(,passive), C219.1(,passive), C220.1(,passive), C221.1(,passive), C222.1(,passive), C223.1(,passive), C3.1(,passive), C5.1(,passive), C6.1(,passive), C7.1(,passive), C8.1(,passive), D2.1(K,passive), D205.1(K,passive), J101.1(Pin_1,passive), Q1.2(D,passive), Q201.2(D,passive), Q203.2(D,passive), Q3.2(D,passive), R101.1(,passive)
COIL_A / COIL_A1 [2]  J203.1(Pin_1,passive), R11.4(,passive)
COIL_A / COIL_A2 [2]  J204.1(Pin_1,passive), R219.4(,passive)
COIL_B / COIL_B1 / SW_B [6]  C16.2(,passive), J203.2(Pin_2,passive), Q3.3(S,passive), Q4.2(D,passive), R6.1(,passive), U2.6(VS,passive)
COIL_B / COIL_B2 / SW_B [6]  C226.2(,passive), J204.2(Pin_2,passive), Q203.3(S,passive), Q204.2(D,passive), R224.1(,passive), U207.6(VS,passive)
EN / EN1         [3]  R243.1(,passive), R244.2(,passive), U6.10(,input)
EN / EN2         [3]  R245.2(,passive), R246.2(,passive), U208.10(,input)
EN1_IN           [2]  J202.9(Pin_9,passive), R243.2(,passive)
EN2_IN           [2]  J202.10(Pin_10,passive), R245.1(,passive)
FAULT_N          [5]  R17.2(,passive), U4.1(,open_collector), U4.7(,open_collector), U5.4(~{S},input), U6.5(,input)
FAULT_N          [5]  R222.2(,passive), U204.1(,open_collector), U204.7(,open_collector), U205.4(~{S},input), U208.5(,input)
GND              [121]  C1.2(,passive), C101.2(,passive), C102.2(,passive), C103.2(,passive), C104.2(,passive), C105.2(,passive), C106.2(,passive), C11.2(,passive), C12.2(,passive), C13.2(,passive), C14.2(,passive), C15.2(,passive), C17.2(,passive), C18.2(,passive), C2.2(,passive), C20.2(,passive), C201.2(,passive), C202.2(,passive), C203.2(,passive), C204.2(,passive), C205.2(,passive), C206.2(,passive), C207.2(,passive), C208.2(,passive), C209.1(,passive), C21.1(,passive), C210.2(,passive), C212.2(,passive), C213.2(,passive), C214.2(,passive), C215.2(,passive), C216.2(,passive), C217.2(,passive), C218.1(,passive), C219.2(,passive), C22.2(,passive), C220.2(,passive), C221.2(,passive), C222.2(,passive), C223.2(,passive), C224.2(,passive), C225.2(,passive), C227.2(,passive), C228.2(,passive), C229.2(,passive), C23.2(,passive), C230.2(,passive), C232.2(,passive), C233.2(,passive), C235.1(,passive), C237.1(,passive), C239.2(,passive), C24.2(,passive), C25.1(,passive), C26.1(,passive), C27.2(,passive), C3.2(,passive), C5.2(,passive), C6.2(,passive), C7.2(,passive), C8.2(,passive), D2.2(A,passive), D205.2(A,passive), J101.2(Pin_2,passive), J201.4(Pin_4,passive), J202.1(Pin_1,passive), J202.13(Pin_13,passive), J202.2(Pin_2,passive), J202.7(Pin_7,passive), J202.8(Pin_8,passive), Q2.3(S,passive), Q202.3(S,passive), Q204.3(S,passive), Q4.3(S,passive), R101.2(,passive), R16.2(,passive), R19.2(,passive), R201.2(,passive), R202.2(,passive), R203.2(,passive), R204.2(,passive), R217.1(,passive), R221.2(,passive), R225.1(,passive), R230.2(,passive), R236.2(,passive), R238.2(,passive), R24.2(,passive), R241.1(,passive), R242.1(,passive), R244.1(,passive), R246.1(,passive), R25.2(,passive), R4.1(,passive), R7.1(,passive), U1.3(COM,power_in), U2.3(COM,power_in), U201.2(GND,power_in), U202.2(GND,power_in), U203.2(GND,power_in), U203.4(GND,passive), U203.7(REF1,passive), U204.4(V-,power_in), U205.11(C,input), U205.12(D,input), U205.2(D,input), U205.3(C,input), U205.7(GND,power_in), U206.3(COM,power_in), U207.3(COM,power_in), U208.7(GND,power_in), U3.2(GND,power_in), U3.4(GND,passive), U3.7(REF1,passive), U4.4(V-,power_in), U5.11(C,input), U5.12(D,input), U5.2(D,input), U5.3(C,input), U5.7(GND,power_in), U6.7(GND,power_in)
G_Q1             [4]  D203.2(A,passive), Q201.1(G,input), R214.2(,passive), R216.2(,passive)
G_Q1             [4]  D5.2(A,passive), Q1.1(G,input), R1.2(,passive), R3.2(,passive)
G_Q2             [4]  D204.2(A,passive), Q202.1(G,input), R215.2(,passive), R217.2(,passive)
G_Q2             [4]  D4.2(A,passive), Q2.1(G,input), R2.2(,passive), R4.2(,passive)
G_Q3             [4]  D207.2(A,passive), Q203.1(G,input), R224.2(,passive), R226.1(,passive)
G_Q3             [4]  D7.2(A,passive), Q3.1(G,input), R6.2(,passive), R9.1(,passive)
G_Q4             [4]  D206.2(A,passive), Q204.1(G,input), R225.2(,passive), R227.1(,passive)
G_Q4             [4]  D6.2(A,passive), Q4.1(G,input), R10.1(,passive), R7.2(,passive)
HO_A             [3]  R1.1(,passive), R20.2(,passive), U1.7(HO,output)
HO_A             [3]  R212.2(,passive), R214.1(,passive), U206.7(HO,output)
HO_B             [3]  R22.2(,passive), R9.2(,passive), U2.7(HO,output)
HO_B             [3]  R226.2(,passive), R229.2(,passive), U207.7(HO,output)
ISNS / ISNS1     [3]  R208.2(,passive), R27.1(,passive), U3.5(,output)
ISNS / ISNS2     [3]  R209.2(,passive), R240.1(,passive), U203.5(,output)
ISNS1_OUT        [3]  C209.2(,passive), J202.15(Pin_15,passive), R208.1(,passive)
ISNS2_OUT        [3]  C210.1(,passive), J202.16(Pin_16,passive), R209.1(,passive)
ISNS_F           [4]  C239.1(,passive), R240.2(,passive), U204.2(-,input), U204.5(+,input)
ISNS_F           [4]  C27.1(,passive), R27.2(,passive), U4.2(-,input), U4.5(+,input)
LO_A             [3]  R2.1(,passive), R21.2(,passive), U1.4(LO,output)
LO_A             [3]  R213.2(,passive), R215.1(,passive), U206.4(LO,output)
LO_B             [3]  R10.2(,passive), R23.2(,passive), U2.4(LO,output)
LO_B             [3]  R227.2(,passive), R228.2(,passive), U207.4(LO,output)
OK / OK1 / SD_DRV [3]  R206.2(,passive), R26.1(,passive), U6.11(,output)
OK / OK2 / SD_DRV [3]  R207.2(,passive), R234.1(,passive), U208.11(,output)
OK1_OUT          [3]  J202.12(Pin_12,passive), R206.1(,passive), R241.2(,passive)
OK2_OUT          [3]  J202.14(Pin_14,passive), R207.1(,passive), R242.2(,passive)
PWM_A / PWM_A1   [3]  R24.1(,passive), U1.1(IN,input), U201.6(,output)
PWM_A / PWM_A2   [3]  R236.1(,passive), U202.6(,output), U206.1(IN,input)
PWM_A1_IN        [3]  J202.3(Pin_3,passive), R201.1(,passive), U201.1(,input)
PWM_A2_IN        [3]  J202.4(Pin_4,passive), R203.1(,passive), U202.1(,input)
PWM_B / PWM_B1   [3]  R25.1(,passive), U2.1(IN,input), U201.4(,output)
PWM_B / PWM_B2   [3]  R238.1(,passive), U202.4(,output), U207.1(IN,input)
PWM_B1_IN        [3]  J202.5(Pin_5,passive), R202.1(,passive), U201.3(,input)
PWM_B2_IN        [3]  J202.6(Pin_6,passive), R204.1(,passive), U202.3(,input)
RESET            [9]  C22.1(,passive), C224.1(,passive), R18.2(,passive), R205.2(,passive), R223.2(,passive), U208.1(,input), U208.2(,input), U6.1(,input), U6.2(,input)
RESET_EFF        [2]  U205.1(~{R},input), U208.6(,output)
RESET_EFF        [2]  U5.1(~{R},input), U6.6(,output)
RESET_IN         [2]  J202.11(Pin_11,passive), R205.1(,passive)
RESET_N          [2]  U208.3(,output), U208.4(,input)
RESET_N          [2]  U6.3(,output), U6.4(,input)
SD               [4]  R19.1(,passive), R26.2(,passive), U1.2(~{SD},input), U2.2(~{SD},input)
SD               [4]  R230.1(,passive), R234.2(,passive), U206.2(~{SD},input), U207.2(~{SD},input)
SD_N             [3]  U208.12(,input), U208.13(,input), U208.8(,output)
SD_N             [3]  U6.12(,input), U6.13(,input), U6.8(,output)
SD_Q             [2]  U205.6(~{Q},output), U208.9(,input)
SD_Q             [2]  U5.6(~{Q},output), U6.9(,input)
SNS_N            [2]  R11.3(,passive), R13.1(,passive)
SNS_N            [2]  R211.1(,passive), R219.3(,passive)
SNS_N_F          [3]  C19.2(,passive), R13.2(,passive), U3.1(-,input)
SNS_N_F          [3]  C211.2(,passive), R211.2(,passive), U203.1(-,input)
SNS_P            [2]  R11.2(,passive), R12.1(,passive)
SNS_P            [2]  R210.1(,passive), R219.2(,passive)
SNS_P_F          [3]  C19.1(,passive), R12.2(,passive), U3.8(+,input)
SNS_P_F          [3]  C211.1(,passive), R210.2(,passive), U203.8(+,input)
SW_A             [6]  C231.2(,passive), Q201.3(S,passive), Q202.2(D,passive), R216.1(,passive), R219.1(,passive), U206.6(VS,passive)
SW_A             [6]  C4.2(,passive), Q1.3(S,passive), Q2.2(D,passive), R11.1(,passive), R3.1(,passive), U1.6(VS,passive)
VB_A             [3]  C231.1(,passive), D209.1(K,passive), U206.8(VB,passive)
VB_A             [3]  C4.1(,passive), D1.1(K,passive), U1.8(VB,passive)
VB_B             [3]  C16.1(,passive), D3.1(K,passive), U2.8(VB,passive)
VB_B             [3]  C226.1(,passive), D208.1(K,passive), U207.8(VB,passive)
VTH_HI           [4]  C235.2(,passive), R218.2(,passive), R220.1(,passive), U204.3(+,input)
VTH_HI           [4]  C25.2(,passive), R14.2(,passive), R15.1(,passive), U4.3(+,input)
VTH_LO           [4]  C237.2(,passive), R220.2(,passive), R221.1(,passive), U204.6(-,input)
VTH_LO           [4]  C26.2(,passive), R15.2(,passive), R16.1(,passive), U4.6(-,input)
